UrunAdi;CozunurlukBilgisi;Fiyat;EkranBoyutu;YenilemeHizi;EkranTeknolojisi;TeknikPuan;Sablon
"ViewSonic VA2410-mh";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"ViewSonic VA2410-mh (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Thomson Key Business 24""";"1920x1080 piksel / FHD";"";"23.8 İnç";"100 Hz";"VA";"48";"Thomson Key Business 24"" (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 100 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Lenovo ThinkVision M15";"1920x1080 piksel / FHD";"";"15.6 İnç";"60 Hz";"IPS";"48";"Lenovo ThinkVision M15 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 15.6 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Thull TH-236C";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"VA";"48";"Thull TH-236C (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Lenovo ThinkVision M14";"1920x1080 piksel / FHD";"";"14 İnç";"60 Hz";"IPS";"48";"Lenovo ThinkVision M14 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 14 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP 524sf (94C17E9)";"1920x1080 piksel / FHD";"";"23.8 İnç";"100 Hz";"IPS";"48";"HP 524sf (94C17E9) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 100 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP 524sw (94C21AA)";"1920x1080 piksel / FHD";"";"23.8 İnç";"100 Hz";"IPS";"48";"HP 524sw (94C21AA) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 100 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP 322pe (AK2F1UT)";"1920x1080 piksel / FHD";"";"21.45 İnç";"100 Hz";"IPS";"48";"HP 322pe (AK2F1UT) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 100 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Silver Crest SC-238";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Silver Crest SC-238 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Philips 245C7QJSB/00";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Philips 245C7QJSB/00 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Asus VP249H";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Asus VP249H (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Asus VP227HE";"1920x1080 piksel / FHD";"";"21.45 İnç";"75 Hz";"VA";"48";"Asus VP227HE (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Philips 221V8/00";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"VA";"48";"Philips 221V8/00 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Philips 221V8/01";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"VA";"48";"Philips 221V8/01 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Acer KG271bmiix";"1920x1080 piksel / FHD";"";"27 İnç";"75 Hz";"TN";"48";"Acer KG271bmiix (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 75 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"HP EliteDisplay E233 (2PD30AA)";"1920x1080 piksel / FHD";"";"23 İnç";"60 Hz";"IPS";"48";"HP EliteDisplay E233 (2PD30AA) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer SA220QAbi";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"IPS";"48";"Acer SA220QAbi (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"James Donkey JD25GM144";"1920x1080 piksel / FHD";"";"24.5 İnç";"144 Hz";"TN";"48";"James Donkey JD25GM144 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 24.5 İnç, yenileme hızı 144 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"BenQ GW2760HS";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"VA";"48";"BenQ GW2760HS (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Rampage RM25R100";"1920x1080 piksel / FHD";"";"24.5 İnç";"100 Hz";"IPS";"48";"Rampage RM25R100 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 24.5 İnç, yenileme hızı 100 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Philips 243V7QDAB/01";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Philips 243V7QDAB/01 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer ET241Ybi";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Acer ET241Ybi (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Philips 243V7QDAB/00";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Philips 243V7QDAB/00 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer R271Bmid";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"IPS";"48";"Acer R271Bmid (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Technopc TPL24VS-VHDP";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"TN";"48";"Technopc TPL24VS-VHDP (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"ViewSonic VX2257-mhd";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"TN";"48";"ViewSonic VX2257-mhd (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"Koorui 27N5CA";"1920x1080 piksel / FHD";"";"27 İnç";"75 Hz";"VA";"48";"Koorui 27N5CA (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Dexim Q2381F";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"IPS";"48";"Dexim Q2381F (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer V227QBbi";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"VA";"48";"Acer V227QBbi (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Dell S2415H";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Dell S2415H (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Thull TH-238F-100";"1920x1080 piksel / FHD";"";"23.8 İnç";"100 Hz";"IPS";"48";"Thull TH-238F-100 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 100 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"LG 22MP400P-B";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"VA";"48";"LG 22MP400P-B (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"LG 22MP410P-B";"1920x1080 piksel / FHD";"";"21.45 İnç";"75 Hz";"VA";"48";"LG 22MP410P-B (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Philips 276E6ADSS/00";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"IPS";"48";"Philips 276E6ADSS/00 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Lenovo L24e-20";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"VA";"48";"Lenovo L24e-20 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Koorui 27N5C";"1920x1080 piksel / FHD";"";"27 İnç";"75 Hz";"VA";"48";"Koorui 27N5C (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"AOC G2460FQ";"1920x1080 piksel / FHD";"";"24 İnç";"144 Hz";"TN";"48";"AOC G2460FQ (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 24 İnç, yenileme hızı 144 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"Acer ED246Ybix";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"PLS";"48";"Acer ED246Ybix (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi PLS ve teknik puanı 48'dir."
"AOC PDS271";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"IPS";"48";"AOC PDS271 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP 27w (1JJ98AA)";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"IPS";"48";"HP 27w (1JJ98AA) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer KA270HAbid";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"VA";"48";"Acer KA270HAbid (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Dell P2222HWOS (Standsız)";"1920x1080 piksel / FHD";"";"21.5 İnç";"60 Hz";"IPS";"48";"Dell P2222HWOS (Standsız) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"ViewSonic TD2423";"1920x1080 piksel / FHD";"";"23.6 İnç";"75 Hz";"VA";"48";"ViewSonic TD2423 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.6 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"ViewSonic TD2421";"1920x1080 piksel / FHD";"";"23.6 İnç";"60 Hz";"VA";"48";"ViewSonic TD2421 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.6 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Asus VN248HA";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Asus VN248HA (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Samsung LS27E510CS/UF";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"VA";"48";"Samsung LS27E510CS/UF (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"LG 22MP400-B";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"VA";"48";"LG 22MP400-B (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"AOC 27B2H/EU";"1920x1080 piksel / FHD";"";"27 İnç";"75 Hz";"IPS";"48";"AOC 27B2H/EU (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 75 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"BenQ VZ2350HM";"1920x1080 piksel / FHD";"";"23 İnç";"60 Hz";"IPS";"48";"BenQ VZ2350HM (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Asus VP249HE";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"IPS";"48";"Asus VP249HE (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Asus VP228QG";"1920x1080 piksel / FHD";"";"21.5 İnç";"75 Hz";"TN";"48";"Asus VP228QG (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"AOC E2475PWJ";"1920x1080 piksel / FHD";"";"23.6 İnç";"60 Hz";"TN";"48";"AOC E2475PWJ (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.6 İnç, yenileme hızı 60 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"Asus VS24AH";"1920x1200 piksel / WUXGA";"";"24.1 İnç";"60 Hz";"IPS";"48";"Asus VS24AH (1920x1200 piksel / WUXGA) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 24.1 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Dahua LM22-B201S";"1920x1080 piksel / FHD";"";"21.45 İnç";"75 Hz";"IPS";"48";"Dahua LM22-B201S (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 75 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP V24e (28N17AA)";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"HP V24e (28N17AA) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Dahua LM27-B200S";"1920x1080 piksel / FHD";"";"27 İnç";"75 Hz";"VA";"48";"Dahua LM27-B200S (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Dell E2422HN";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Dell E2422HN (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Asus VT229H";"1920x1080 piksel / FHD";"";"21.5 İnç";"60 Hz";"IPS";"48";"Asus VT229H (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"BenQ GW2475H";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"BenQ GW2475H (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"AOC 22E1Q";"1920x1080 piksel / FHD";"";"21.5 İnç";"60 Hz";"VA";"48";"AOC 22E1Q (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"HP V24i (9RV17AA)";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"HP V24i (9RV17AA) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"CBOX 2380ZF";"1920x1080 piksel / FHD";"";"23.8 İnç";"144 Hz";"TN";"48";"CBOX 2380ZF (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 144 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"Acer EK240YC";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"IPS";"48";"Acer EK240YC (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Dell E2421HN";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Dell E2421HN (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Dell SE2719H";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"IPS";"48";"Dell SE2719H (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP P24v G4 (9TT78AA)";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"HP P24v G4 (9TT78AA) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer EG220QPbipx";"1920x1080 piksel / FHD";"";"21.5 İnç";"144 Hz";"TN";"48";"Acer EG220QPbipx (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 144 Hz, ekran teknolojisi TN ve teknik puanı 48'dir."
"HP P24v G4 (9TT78AS)";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"HP P24v G4 (9TT78AS) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP 532sf (94F50E9)";"1920x1080 piksel / FHD";"";"31.5 İnç";"100 Hz";"VA";"48";"HP 532sf (94F50E9) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 31.5 İnç, yenileme hızı 100 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Lenovo ThinkVision E24-20";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"Lenovo ThinkVision E24-20 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Acer B226HQLAymidr";"1920x1080 piksel / FHD";"";"21.5 İnç";"60 Hz";"VA";"48";"Acer B226HQLAymidr (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Dahua LM22-A201Y";"1920x1080 piksel / FHD";"";"21.45 İnç";"100 Hz";"IPS";"48";"Dahua LM22-A201Y (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 100 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Xiaomi Redmi Display 27"" RMMNT27NQ";"2560x1440 piksel / WQHD";"";"27 İnç";"60 Hz";"IPS";"48";"Xiaomi Redmi Display 27"" RMMNT27NQ (2560x1440 piksel / WQHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"HP V22v G5 (65P56E9)";"1920x1080 piksel / FHD";"";"21.45 İnç";"75 Hz";"VA";"48";"HP V22v G5 (65P56E9) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"HP V22ve G5 (6D8G2E9)";"1920x1080 piksel / FHD";"";"21.45 İnç";"75 Hz";"VA";"48";"HP V22ve G5 (6D8G2E9) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.45 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Acer T272HLbmjjz";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"VA";"48";"Acer T272HLbmjjz (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Lenovo ThinkVision S25e-30";"1920x1080 piksel / FHD";"";"24.5 İnç";"75 Hz";"VA";"48";"Lenovo ThinkVision S25e-30 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 24.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Lenovo L25e-40";"1920x1080 piksel / FHD";"";"24.5 İnç";"75 Hz";"VA";"48";"Lenovo L25e-40 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 24.5 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"BenQ GW2283";"1920x1080 piksel / FHD";"";"21.5 İnç";"60 Hz";"IPS";"48";"BenQ GW2283 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 21.5 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Samsung LS24F330EAUXUF (S24F330)";"1920x1080 piksel / FHD";"";"23.8 İnç";"100 Hz";"VA";"48";"Samsung LS24F330EAUXUF (S24F330) (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 100 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"AOC I240SXH";"1920x1080 piksel / FHD";"";"23.8 İnç";"60 Hz";"IPS";"48";"AOC I240SXH (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Casper CPSE23";"1920x1080 piksel / FHD";"";"23.8 İnç";"75 Hz";"VA";"48";"Casper CPSE23 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.8 İnç, yenileme hızı 75 Hz, ekran teknolojisi VA ve teknik puanı 48'dir."
"Philips 274E5QHSB/00";"1920x1080 piksel / FHD";"";"27 İnç";"60 Hz";"IPS";"48";"Philips 274E5QHSB/00 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 27 İnç, yenileme hızı 60 Hz, ekran teknolojisi IPS ve teknik puanı 48'dir."
"Philips 246E7QDSW/00";"1920x1080 piksel / FHD";"";"23.6 İnç";"60 Hz";"PLS";"48";"Philips 246E7QDSW/00 (1920x1080 piksel / FHD) model monitörün fiyatı belirtilmemiştir. Ekran boyutu 23.6 İnç, yenileme hızı 60 Hz, ekran teknolojisi PLS ve teknik puanı 48'dir."
